"","Age","Market.Value","New.International.Reputation","New.Weak.Foot","New.Skill.Moves","Position","New.Height..CM.","New.Weight.lbs.","New.LS","New.LW","New.LF","NEW.LAM","New.LM","New.LCM","New.LWB","New.LDM","New.LB","New.LCB","New.Crossing","New.Finishing","New.HeadingAccuracy","New.ShortPassing","New.Volleys","New.Dribbling","New.Curve","New.FKAccuracy","New.LongPassing","New.BallControl","New.Acceleration","New.SpringSpeed","New.Agility","New.Reactions","New.Balance","New.ShotPower","New.Jumping","New.Stamina","New.Strength","New.LongShots","New.Aggression","New.Interceptions","New.Positioning","New.Vision","New.Penalties","New.Composure","New.Markiing","New.StandingTackle","New.SlidingTackle","New.GKDiving","New.GKHandling","New.GKKicking","New.GKPositioning","New.GKReflexes"
"117",32,4.007333185,2,2,1,"GK",193,207,60,61,61,61,62,60,60,59,59,58,15,14,19,39,13,12,14,14,38,31,45,48,68,76,40,36,74,32,78,11,29,24,17,45,19,57,20,15,18,78,71,75,76,80
"118",25,2.48490665,1,3,5,"RM",183,179,68,72,71,69,71,64,65,60,64,61,67,58,57,61,60,80,70,59,44,74,83,81,79,69,70,65,82,68,69,67,56,50,67,61,72,72,57,58,48,12,15,12,15,10
"119",23,3.258096538,1,2,3,"CAM",180,170,69,75,73,73,74,68,63,60,60,53,75,66,40,70,54,79,70,64,64,74,78,82,78,64,77,74,35,68,61,71,55,30,67,72,55,68,63,50,42,9,11,7,13,15
"120",28,3.295836866,1,2,1,"GK",185,181,60,61,61,61,62,60,60,59,59,58,11,12,13,26,13,14,12,12,29,26,43,40,49,69,43,17,59,23,58,12,35,16,10,62,23,68,20,14,13,74,70,71,73,79
"121",26,2.833213344,1,4,3,"ST",185,174,73,66,69,66,65,60,52,51,49,49,51,76,72,64,71,64,41,34,40,67,67,54,64,73,65,78,80,81,77,66,75,25,75,51,72,67,46,19,18,7,12,11,15,12
"122",30,3.218875825,1,2,1,"GK",191,179,60,61,61,61,62,60,60,59,59,58,18,13,39,24,15,18,19,12,20,19,27,29,38,67,40,15,66,20,68,13,22,12,12,48,19,31,13,14,13,73,71,75,72,75
"123",19,4.976733742,3,3,1,"GK",196,198,60,61,61,61,62,60,60,59,59,58,12,12,12,34,8,28,12,14,24,28,46,54,64,74,38,24,72,34,72,18,30,26,14,50,24,68,20,14,16,88,78,72,78,88
"124",24,2.397895273,1,3,3,"CAM",178,157,67,71,70,71,69,64,53,51,50,44,68,70,54,71,68,75,74,65,63,71,72,65,70,58,78,73,54,31,37,69,41,37,64,70,63,66,35,34,31,14,14,10,9,13
"125",28,2.564949357,1,3,3,"RCM",183,165,63,63,65,67,65,71,66,73,64,68,42,59,51,79,31,69,48,38,77,69,47,47,64,70,65,73,63,78,71,54,82,67,56,62,36,72,69,65,61,8,15,14,9,6
"126",26,4.204692619,1,4,2,"RCB",175,157,59,58,58,57,61,62,75,74,77,78,60,29,77,72,22,44,51,48,54,68,76,75,76,79,72,67,79,77,70,27,81,80,49,39,41,64,72,80,81,7,15,7,10,10
"127",32,5.220355825,3,4,3,"RS",178,159,84,79,82,80,77,75,60,62,58,60,55,86,89,79,84,75,83,73,58,82,69,66,76,85,75,79,91,68,75,80,75,41,88,70,81,87,39,42,19,10,13,6,9,5
"128",22,2.772588722,1,3,3,"RB",183,163,64,68,67,68,69,70,73,73,72,70,70,55,58,75,39,70,58,35,66,73,63,65,66,71,63,66,64,76,60,52,73,72,58,63,49,63,69,73,72,13,11,10,11,8
"129",20,4.317488114,1,5,3,"LS",183,192,79,76,77,75,74,67,54,52,51,46,63,81,76,72,80,76,72,38,54,77,75,77,74,78,65,79,66,69,76,72,57,23,78,65,60,73,19,26,16,8,7,12,9,13
"130",23,3.258096538,1,2,3,"LB",180,154,69,72,71,70,72,69,75,72,75,73,70,48,64,67,58,75,71,64,55,74,86,84,78,72,67,76,74,79,67,71,85,72,66,58,46,70,70,73,71,9,9,8,15,8
"131",27,2.197224577,1,2,2,"CDM",191,185,54,55,56,58,58,64,64,69,63,69,52,34,60,74,31,70,37,39,65,72,34,37,42,57,60,65,67,62,82,36,75,70,37,51,56,49,68,66,64,10,8,8,8,7
"132",23,4.553876892,2,3,3,"LB",173,146,71,79,76,78,80,78,81,78,80,74,82,61,52,81,58,77,80,49,75,81,86,87,79,82,83,62,54,83,61,59,73,74,74,72,52,67,72,78,80,13,10,9,12,9
"133",23,3.784189634,1,3,3,"ST",180,159,76,70,72,69,67,60,52,50,49,49,50,79,74,68,75,69,53,73,42,72,66,73,72,69,75,81,78,65,80,78,54,22,75,48,75,62,53,16,20,6,11,13,7,14
"134",24,4.17438727,1,3,3,"LWB",178,170,66,73,70,72,76,74,80,75,78,72,91,40,59,77,43,73,80,74,72,78,78,85,77,79,74,75,66,85,66,46,72,69,62,70,41,71,69,74,75,15,12,11,8,11
"135",31,3.33220451,1,3,2,"RCB",180,172,55,57,57,59,60,63,68,70,69,74,57,27,77,63,21,59,33,22,61,65,57,52,58,75,74,47,78,61,72,34,69,69,53,58,44,64,74,76,77,6,15,8,13,10
"136",22,2.63905733,1,4,3,"LM",170,146,66,72,70,71,72,68,67,62,65,58,70,60,50,71,55,73,70,60,62,67,82,80,83,69,84,65,62,71,57,62,42,55,66,68,59,65,56,53,57,12,6,11,13,9
"137",32,2.397895273,1,2,3,"RB",183,172,60,65,63,65,67,67,71,70,70,69,73,39,59,71,48,69,57,44,68,71,65,63,65,58,63,55,70,75,63,62,72,64,66,52,52,62,68,71,76,11,10,6,16,14
"138",26,2.397895273,1,3,3,"LW",178,170,69,71,70,70,70,64,56,54,52,48,63,69,51,63,50,73,52,32,65,70,81,80,80,66,67,70,58,68,73,69,62,36,69,59,59,68,44,24,20,12,11,10,11,10
"139",31,2.564949357,1,3,2,"LCB",183,203,54,48,50,50,50,55,60,66,62,72,29,35,68,56,48,45,39,34,60,60,51,48,55,63,59,64,77,71,93,53,82,66,34,32,37,66,70,70,67,12,6,7,12,14
"140",34,3.258096538,2,4,3,"ST",183,179,75,73,74,72,71,66,57,54,55,51,61,75,71,67,71,73,57,56,49,75,75,76,73,71,61,78,78,75,76,68,47,28,71,66,67,74,30,43,26,10,6,7,12,7
"141",26,3.17805383,1,4,3,"ST",185,181,73,70,72,70,69,65,55,56,53,53,55,72,71,69,70,71,65,47,55,72,64,75,68,66,67,77,64,67,77,68,75,36,72,62,76,71,27,40,29,8,7,7,7,10
"142",34,2.079441542,1,3,3,"LS",178,170,70,68,69,68,67,63,50,49,47,42,56,72,63,67,75,68,61,56,54,68,65,59,75,67,73,70,59,64,63,67,43,39,72,61,53,70,24,16,14,9,8,10,10,8
"143",22,5.616771098,3,3,4,"RW",183,168,82,86,86,86,86,82,69,66,65,54,82,82,50,83,79,86,83,76,82,85,85,82,79,82,76,86,58,76,61,88,45,45,82,84,62,83,40,42,39,13,9,6,12,10
"144",27,2.397895273,1,3,3,"LM",183,172,67,69,68,68,70,68,71,69,71,68,70,54,58,69,43,67,70,68,62,73,75,82,66,65,65,76,72,82,72,66,73,63,64,59,52,66,60,69,68,14,14,13,13,13
"145",28,2.197224577,1,2,2,"LCB",191,192,50,49,47,49,52,55,63,66,64,70,55,41,67,60,25,48,30,29,64,47,53,49,62,54,41,56,69,75,87,34,78,72,23,45,37,57,70,69,65,8,16,14,12,16
"146",25,4.744932128,2,3,3,"RDM",183,168,76,76,77,77,77,80,80,82,79,80,68,73,66,82,68,78,41,42,74,80,63,70,60,74,69,84,72,93,81,75,78,82,73,76,54,74,79,83,75,15,12,12,15,14
"147",29,3.526360525,2,3,2,"LCB",188,174,59,59,59,61,60,65,68,72,70,75,40,44,72,72,50,59,55,32,55,69,52,67,66,66,64,49,75,74,79,59,78,75,43,54,38,75,73,75,74,10,14,7,11,11
"148",28,2.708050201,1,3,3,"RB",175,150,62,66,64,65,69,67,73,70,72,69,70,42,61,76,36,68,64,40,63,70,72,78,64,66,74,57,70,85,61,45,80,69,67,43,38,66,62,68,70,15,12,7,8,11
"149",30,3.17805383,2,3,2,"CDM",180,161,61,58,61,63,59,68,65,74,66,74,34,55,73,74,23,59,52,55,72,71,49,38,56,71,68,63,71,66,69,64,88,72,42,58,66,79,73,75,71,6,6,12,9,8
"150",32,2.397895273,1,4,3,"RCM",178,161,65,71,69,72,70,70,63,64,61,57,81,65,43,74,57,70,82,83,80,73,65,53,69,61,69,72,40,34,52,77,42,56,66,73,70,63,55,65,52,12,9,14,11,8
"151",30,2.397895273,1,4,3,"RS",183,163,71,71,71,71,71,67,54,54,51,47,63,69,67,70,66,72,68,69,67,73,66,68,74,70,76,67,67,76,68,64,57,25,71,67,78,75,36,27,19,15,7,10,10,9
"152",25,3.258096538,1,4,4,"CAM",170,137,69,75,74,75,75,75,68,67,66,58,78,65,49,76,53,74,74,72,77,75,74,70,77,78,74,74,60,69,39,75,66,60,67,76,70,68,44,58,53,11,13,12,12,13
"153",21,2.708050201,1,5,4,"LW",173,143,64,73,70,71,72,63,54,48,49,38,68,62,36,69,36,77,61,32,61,72,89,89,91,61,83,58,51,65,54,61,41,22,62,66,52,67,25,20,17,9,8,6,13,7
"154",27,3.465735903,1,2,3,"LS",185,165,74,69,72,70,67,62,46,47,44,42,32,78,71,64,65,70,45,33,54,74,69,69,71,73,63,70,70,66,74,64,45,20,77,58,65,74,20,15,15,6,12,7,5,14
"155",27,2.397895273,1,3,2,"CB",193,176,49,44,47,49,47,57,59,67,62,71,22,29,76,64,23,32,24,30,62,60,39,46,35,65,42,47,54,65,74,27,70,70,35,44,37,65,71,71,67,7,8,15,7,13
"156",27,3.33220451,1,2,2,"RCB",193,185,47,43,44,44,45,50,60,65,64,74,30,22,78,53,20,43,20,27,47,54,44,46,54,69,45,52,75,59,84,18,81,73,25,31,47,57,74,73,74,16,6,16,11,16
"157",32,2.708050201,1,3,3,"CAM",175,159,65,71,70,72,71,68,58,57,55,49,71,62,42,74,45,74,69,67,65,71,72,68,73,66,79,61,58,59,57,65,53,40,66,74,52,71,37,44,29,12,13,7,15,8
"158",26,2.079441542,1,3,3,"LM",175,163,67,70,68,69,70,66,62,59,60,55,68,68,51,66,59,67,71,72,65,68,82,79,84,57,80,64,76,74,60,65,65,49,66,67,67,60,36,49,50,15,11,15,15,7
"159",31,2.772588722,1,3,3,"LB",175,154,62,67,65,66,69,67,72,70,72,72,75,43,61,65,53,65,53,54,60,66,77,70,69,74,78,46,91,75,72,44,76,71,73,67,52,57,65,73,71,13,14,11,15,16
"160",34,3.63758616,1,3,1,"GK",183,168,60,61,61,61,62,60,60,59,59,58,15,17,15,26,17,17,15,14,24,21,40,43,38,68,42,23,60,34,60,11,24,23,15,41,22,60,15,14,14,75,76,68,74,74
"161",28,3.218875825,1,3,3,"CM",180,168,73,72,73,73,73,73,72,73,73,73,58,66,73,73,56,71,55,31,71,72,76,78,79,70,64,75,82,87,80,70,77,68,69,71,39,72,67,69,70,10,8,10,14,8
"162",19,3.36729583,1,3,3,"RCB",193,205,51,56,54,57,59,61,69,71,70,74,35,17,64,70,28,66,28,23,62,66,72,84,65,68,53,34,74,65,78,25,73,73,33,41,41,66,69,77,76,9,7,9,9,15
"163",30,2.397895273,1,3,2,"RCB",191,170,59,56,57,57,57,60,64,67,66,70,49,44,70,63,36,54,45,54,60,55,57,64,53,63,53,72,60,71,75,61,80,65,50,49,47,66,72,67,70,14,9,10,10,14
"164",26,3.784189634,2,3,4,"ST",175,150,77,78,78,78,76,72,61,60,59,55,68,77,65,75,73,79,76,69,65,76,82,79,83,74,83,80,66,59,65,75,68,38,76,77,74,75,46,44,33,11,7,14,9,14
"165",26,2.48490665,1,2,1,"GK",188,185,60,61,61,61,62,60,60,59,59,58,15,12,19,24,18,12,20,12,26,14,50,48,30,70,59,18,63,35,63,14,17,17,17,20,14,57,13,12,16,70,69,65,67,72
"166",24,2.197224577,1,4,3,"CF",170,150,70,72,72,72,71,65,56,54,54,50,52,67,64,69,64,74,69,60,57,74,85,88,83,66,79,65,68,69,59,63,60,29,65,66,62,64,48,33,21,12,14,9,8,11
"167",32,3.465735903,1,4,3,"CAM",180,176,73,73,74,74,73,72,61,59,57,52,70,72,69,74,67,74,66,70,70,71,62,64,63,75,69,72,66,72,66,73,33,53,75,76,75,72,34,35,32,6,8,7,15,7
"168",30,2.564949357,1,3,2,"CM",183,161,53,54,55,59,57,65,65,72,66,71,49,34,66,76,33,46,43,40,71,66,57,40,62,59,48,52,50,67,72,44,76,74,39,65,44,62,66,74,68,11,10,16,8,12
"169",23,2.397895273,1,3,2,"CB",183,174,51,53,53,57,56,62,64,69,65,71,32,23,69,69,28,56,21,26,72,61,61,68,61,66,60,50,75,65,75,31,69,68,31,59,37,60,69,70,68,13,10,10,9,10
"170",29,3.044522438,2,3,3,"RB",180,161,64,66,64,65,67,68,73,72,74,73,70,45,70,73,52,64,43,28,66,68,73,73,71,70,70,68,73,73,68,52,68,71,54,59,47,67,73,76,74,12,10,9,9,11
"171",19,2.564949357,1,4,2,"LCB",185,179,46,50,48,52,54,59,65,68,67,72,46,20,70,67,35,44,44,50,65,60,64,68,55,60,57,29,75,65,79,24,63,67,22,56,48,59,73,75,69,14,14,8,7,11
"172",23,3.583518938,1,4,4,"ST",183,183,75,70,74,72,68,66,51,54,48,49,29,77,68,65,78,79,67,41,47,76,62,65,70,74,74,77,66,75,78,73,83,37,75,65,80,81,15,30,23,9,8,14,12,7
"173",29,2.197224577,1,3,3,"CDM",175,168,60,63,61,63,65,66,71,71,70,71,64,45,61,70,49,67,36,66,66,67,66,68,72,65,81,62,84,78,71,36,76,71,46,61,34,74,68,69,72,14,12,13,11,12
"174",29,2.079441542,1,4,3,"LCB",185,176,62,64,62,62,65,64,70,67,71,69,72,46,67,61,34,63,73,66,58,65,76,80,64,59,59,73,82,82,75,68,71,70,45,59,61,66,59,70,68,15,7,8,11,12
"175",26,2.63905733,1,2,1,"GK",191,181,60,61,61,61,62,60,60,59,59,58,12,11,13,34,14,15,15,14,25,17,42,40,57,67,52,19,72,31,75,12,18,24,11,24,20,47,11,20,12,70,68,65,72,71
"176",31,2.397895273,1,3,2,"LS",185,183,71,64,66,62,63,55,47,43,44,42,45,69,71,55,69,59,55,55,35,70,66,73,71,69,60,75,92,82,92,50,43,15,71,49,73,71,21,14,11,5,14,11,5,10
"177",27,3.828641396,2,2,3,"ST",188,190,76,70,73,70,70,64,54,53,52,51,57,77,82,69,75,65,50,49,45,70,66,74,61,72,58,77,69,82,81,68,77,24,80,65,65,74,37,22,20,15,11,7,7,14
"178",32,3.465735903,1,4,3,"LM",180,165,70,75,74,75,75,72,62,59,58,47,82,73,29,75,64,70,82,83,75,74,73,76,78,69,71,80,62,75,64,82,47,47,70,72,84,75,30,36,33,9,7,7,6,7
"179",30,2.397895273,1,3,3,"RB",180,159,68,70,69,68,70,68,72,69,71,68,74,66,59,66,61,66,60,69,62,64,74,76,78,68,74,72,76,85,64,63,64,67,68,68,65,72,70,69,67,13,15,9,16,14
"180",22,2.772588722,1,2,2,"LCB",185,179,48,45,46,47,48,53,62,67,65,72,35,23,65,64,34,36,35,34,56,53,59,59,55,68,57,52,84,60,75,29,82,74,25,32,56,63,69,73,68,8,8,8,10,5
"181",28,5.501258211,3,3,4,"LM",175,146,78,86,84,85,85,79,67,63,62,51,79,76,46,79,73,93,84,78,72,86,87,75,92,84,87,69,72,85,49,76,46,38,83,79,75,90,51,36,25,13,16,12,7,7
"182",26,2.564949357,1,2,3,"RM",175,163,67,72,70,70,72,67,63,59,60,53,73,66,51,69,41,71,64,65,67,70,82,78,83,63,82,67,79,75,57,62,52,48,64,68,50,66,37,44,46,8,10,15,10,9
"183",35,2.397895273,1,3,3,"LS",183,172,70,64,68,65,62,59,47,50,46,48,36,72,69,56,64,65,51,54,47,68,60,55,68,66,67,72,73,55,83,58,62,41,75,64,75,72,29,19,25,15,7,7,15,7
"184",22,2.63905733,1,3,3,"ST",191,174,72,70,71,69,70,66,60,58,58,57,69,68,73,68,66,67,45,45,59,69,71,79,65,68,60,73,74,74,78,69,67,39,70,66,63,70,38,48,34,14,15,13,7,13
"185",31,3.218875825,2,3,3,"CDM",180,176,67,67,68,69,68,72,70,74,69,72,59,58,54,74,67,64,69,73,72,72,60,57,61,70,59,83,78,72,71,68,80,73,66,65,59,69,72,74,65,9,6,11,14,14
"186",25,4.442651256,2,3,1,"GK",188,192,60,61,61,61,62,60,60,59,59,58,14,18,14,38,14,16,12,14,41,23,55,54,51,75,43,20,74,36,64,16,21,13,8,50,19,60,9,11,13,82,74,78,76,82
"187",25,1.791759469,1,3,3,"LM",180,165,65,69,68,70,70,68,63,62,60,55,66,61,46,72,40,70,61,54,68,71,68,65,72,63,68,65,65,75,64,60,45,52,66,69,44,66,56,46,44,6,8,12,7,11
"188",26,3.33220451,1,3,2,"LCB",188,201,52,51,49,49,53,54,66,66,68,74,57,31,75,61,35,47,31,36,49,56,52,64,53,60,65,48,83,72,91,42,72,70,34,32,40,66,71,74,72,6,10,8,16,14
"189",30,2.564949357,2,4,3,"ST",183,161,72,72,72,71,72,67,62,59,59,56,71,65,74,72,67,73,59,63,60,72,72,77,74,71,72,71,75,64,66,62,62,54,70,67,61,69,39,37,36,9,8,16,12,13
"190",27,2.397895273,1,2,2,"LCB",185,179,49,46,47,48,50,54,61,65,63,70,33,30,73,57,29,46,30,26,51,60,44,48,41,68,54,41,83,83,79,25,79,66,28,35,35,61,70,65,64,9,15,13,6,15
"191",23,2.944438979,1,4,2,"CDM",185,174,62,62,64,66,64,69,67,72,68,72,43,48,65,73,33,65,45,38,68,72,55,64,57,67,60,62,68,70,73,56,79,68,53,65,49,63,70,72,70,9,15,8,8,12
"192",27,3.091042453,1,3,3,"CM",180,150,67,69,70,71,71,74,73,75,73,74,62,52,73,77,47,71,56,54,72,73,67,63,68,76,73,64,81,74,63,66,80,75,64,71,59,71,72,74,71,9,11,16,16,11
"193",26,1.609437912,1,2,3,"RB",178,154,66,70,68,69,71,68,70,68,70,66,68,52,59,70,62,73,66,34,64,69,82,86,82,67,66,59,66,76,68,50,72,63,65,66,44,69,55,67,64,9,15,10,5,10
"194",32,4.828313737,3,3,3,"LCB",193,185,64,64,64,65,67,71,77,79,78,82,68,44,83,70,38,65,69,60,72,73,49,65,57,77,46,64,81,80,86,50,81,77,45,60,49,78,79,83,82,15,9,12,14,6
"195",25,3.044522438,1,3,3,"ST",170,150,74,76,76,75,75,72,69,65,67,61,67,74,63,71,69,74,61,62,64,74,84,78,87,75,86,67,72,83,60,72,46,56,77,71,70,65,53,58,54,8,12,13,8,10
"196",31,1.945910149,1,2,2,"RCB",188,181,56,53,55,56,58,62,65,69,66,70,42,40,71,70,14,51,28,35,61,65,54,60,47,58,50,65,71,89,82,12,78,66,40,56,38,62,62,68,64,14,6,6,11,9
"197",35,4.007333185,1,2,1,"GK",188,192,60,61,61,61,62,60,60,59,59,58,13,10,14,34,14,14,16,12,32,20,33,41,44,79,50,22,74,44,72,17,38,20,14,54,14,56,18,10,12,78,75,72,74,77
"198",24,2.890371758,1,2,3,"LM",170,159,68,74,72,73,73,67,59,55,56,49,68,66,56,72,59,76,74,70,60,74,88,76,86,64,84,65,68,66,51,71,58,33,63,70,67,59,35,40,35,9,14,13,14,10
"199",24,2.833213344,1,3,3,"LDM",188,194,69,71,71,72,71,72,68,70,66,67,61,63,58,76,51,74,63,62,68,74,68,66,61,69,64,66,61,72,81,67,65,66,68,69,57,70,64,67,48,13,9,10,9,13
"200",32,2.833213344,2,3,3,"LM",178,165,71,73,73,73,73,69,59,58,56,51,74,67,60,72,61,76,76,56,66,72,65,72,79,66,68,72,53,66,68,67,63,57,74,74,57,68,30,28,28,6,16,6,9,13
"201",29,2.564949357,1,2,2,"RCB",191,183,49,46,44,43,47,47,63,62,66,72,49,40,74,52,23,30,13,36,36,42,65,71,61,66,69,40,74,71,83,27,78,69,25,31,52,70,72,72,66,9,15,14,9,10
"202",30,3.610917913,1,3,3,"LCB",185,168,66,66,68,70,67,74,71,76,71,75,61,49,75,76,42,69,80,73,77,75,40,43,60,74,63,75,82,72,75,68,69,75,65,72,66,80,75,75,73,6,15,10,7,6
"203",20,1.609437912,1,3,3,"CM",183,165,57,67,65,69,68,69,65,66,62,57,62,36,29,74,38,70,52,58,70,75,68,66,67,72,59,55,35,69,50,64,77,47,57,69,40,57,62,59,50,10,7,5,7,10
"204",30,2.772588722,1,4,3,"ST",193,194,72,68,70,68,67,62,53,52,52,51,58,71,76,64,74,66,57,75,45,67,67,67,63,74,71,76,81,71,80,66,82,17,69,67,74,69,24,34,38,11,6,8,11,15
"205",33,3.496507561,2,4,4,"LDM",188,168,71,73,74,75,74,76,70,72,68,67,66,67,51,78,65,79,80,80,75,75,65,57,63,76,42,83,67,72,74,78,66,64,66,76,71,72,60,71,58,15,11,9,10,9
"206",33,3.496507561,1,3,2,"LCB",183,181,62,59,60,60,60,64,67,71,69,75,55,48,75,64,53,56,73,68,66,62,54,64,54,70,48,70,73,67,85,60,85,70,45,59,66,71,75,73,69,13,14,7,15,7
"207",23,2.397895273,1,3,2,"CB",188,209,55,47,50,47,48,53,60,64,62,71,37,46,70,55,27,40,73,71,48,60,41,45,34,64,55,80,68,69,88,57,78,66,26,29,49,66,72,68,67,11,9,15,13,7
"208",24,4.553876892,2,4,4,"CM",175,154,75,82,81,82,82,80,78,77,75,70,78,69,39,80,58,84,73,60,75,84,84,85,81,78,88,80,69,82,72,76,77,72,79,81,69,77,67,70,66,16,9,6,9,9
"209",21,2.079441542,1,3,2,"CDM",183,165,60,61,61,63,63,66,66,69,67,67,49,51,63,70,43,59,31,38,66,68,61,62,59,63,57,59,54,71,72,49,62,76,48,66,43,57,58,66,67,9,9,13,11,11
"210",28,3.610917913,1,3,3,"LS",183,179,75,72,74,71,70,64,55,54,52,50,54,77,68,64,77,69,61,52,48,75,71,77,72,75,70,75,81,79,77,64,72,34,77,63,71,74,39,20,19,7,10,12,12,6
"211",27,2.708050201,1,3,3,"ST",178,161,71,71,71,71,71,66,53,52,50,45,66,70,69,69,68,69,59,37,61,71,71,71,73,71,63,66,60,72,71,66,66,26,72,69,69,68,20,21,23,6,13,13,13,15
"212",21,3.433987204,1,3,3,"ST",170,152,74,73,74,73,72,68,58,58,56,53,60,78,64,70,71,68,63,55,59,71,77,70,74,76,79,74,60,71,68,59,74,26,81,69,69,66,30,55,33,11,12,7,8,14
"213",30,5.043425117,3,2,2,"RCB",191,176,54,47,50,49,51,57,69,75,72,84,29,27,85,63,17,51,35,26,59,59,50,52,34,78,51,57,81,67,90,20,86,83,24,23,39,79,82,85,82,10,14,5,8,10
"214",31,2.48490665,2,2,4,"LB",175,161,69,71,71,71,72,71,72,70,72,68,70,52,52,71,63,71,72,62,69,70,84,83,82,68,80,87,76,80,69,73,70,68,68,62,66,72,58,69,68,7,11,15,7,6
"215",34,2.48490665,1,3,2,"LCB",191,198,53,50,52,54,52,59,62,66,65,72,45,35,77,62,46,45,37,38,61,55,41,61,38,64,41,51,55,50,90,56,45,67,31,62,71,66,69,77,76,15,15,8,10,16
"216",34,2.197224577,1,3,2,"RDM",180,163,54,59,58,62,62,68,67,70,65,66,63,40,44,73,48,62,58,56,67,66,37,38,71,63,71,57,90,82,70,49,61,71,50,69,46,78,66,68,62,6,14,12,8,14
"217",25,3.17805383,1,3,3,"RDM",180,181,69,68,68,69,69,70,73,74,74,75,59,58,69,72,52,65,57,59,65,71,76,74,72,66,75,72,78,82,80,65,77,75,64,63,58,65,72,74,73,15,15,15,10,11
"218",29,1.386294361,1,3,3,"RB",170,163,60,65,63,64,67,65,70,68,70,65,67,50,41,66,42,64,65,61,65,67,77,74,78,71,83,59,64,74,61,45,63,72,55,53,42,64,59,67,69,14,9,7,6,12
"219",28,3.433987204,1,3,2,"RCB",193,185,51,49,50,53,54,61,64,72,66,74,26,23,74,71,30,44,24,25,70,63,60,54,56,67,51,40,69,82,89,20,79,75,39,42,34,67,70,71,65,10,16,15,10,12
"220",24,2.397895273,1,4,3,"RM",173,179,71,70,71,70,69,64,56,56,54,53,56,70,65,68,65,71,46,44,58,71,77,79,76,65,63,70,60,62,75,67,75,34,65,63,51,59,42,35,31,11,6,6,10,14
"221",24,3.496507561,1,3,4,"RM",175,154,73,76,76,77,76,74,68,67,66,60,74,72,64,76,63,75,75,66,70,78,76,73,80,77,84,75,50,71,53,76,72,61,70,75,55,76,41,54,53,7,16,9,8,8
"222",25,1.098612289,1,3,2,"RCB",191,201,51,44,47,46,46,52,58,63,61,70,32,30,69,57,37,31,30,29,50,51,42,60,41,67,41,64,50,55,90,39,72,67,36,38,47,61,67,69,67,8,7,15,8,11
"223",28,4.65396035,1,3,2,"CB",188,179,63,58,59,60,60,65,71,75,73,81,56,50,86,68,49,56,37,43,62,60,52,51,59,77,52,67,85,75,85,54,88,81,46,53,51,75,78,82,76,10,9,7,13,12
"224",20,1.945910149,1,3,3,"CM",183,161,62,67,66,68,69,69,68,68,66,65,70,41,56,76,47,70,43,41,72,73,64,66,65,66,70,67,58,64,60,53,74,60,65,62,54,60,64,63,59,14,11,6,8,14
"225",32,4.317488114,2,3,3,"CDM",188,187,75,70,73,73,71,76,76,80,76,81,58,70,86,75,53,68,54,32,72,74,55,61,53,77,55,81,56,89,86,72,89,82,75,71,66,76,73,79,80,14,9,13,13,9
"226",26,3.610917913,1,3,3,"RS",188,179,75,73,74,73,73,69,61,59,59,54,66,75,72,74,74,72,63,59,58,75,59,77,63,72,60,78,69,83,77,73,67,40,72,69,74,83,23,37,46,7,11,7,11,14
"227",30,2.564949357,1,3,1,"GK",188,181,60,61,61,61,62,60,60,59,59,58,32,14,19,25,15,13,30,12,27,22,58,61,56,67,58,47,70,42,61,15,13,20,11,33,30,51,25,20,21,74,66,67,69,75
"228",33,3.17805383,1,3,3,"ST",183,159,74,71,72,71,70,66,55,54,52,51,65,72,80,70,77,71,53,43,55,73,63,59,72,69,63,75,75,72,80,68,62,33,73,66,70,73,37,25,23,7,14,15,9,16
"229",21,3.465735903,2,3,3,"CM",183,163,71,74,73,74,75,75,73,73,72,71,70,58,63,76,69,75,68,41,74,77,75,74,74,76,74,72,81,76,73,67,71,67,68,71,46,72,69,67,64,6,11,12,14,10
"230",33,4.65396035,3,4,4,"CAM",175,161,74,79,79,83,80,84,75,77,72,69,78,67,60,89,70,85,78,76,85,88,55,52,74,81,80,72,67,69,66,70,52,70,70,86,72,83,65,66,62,5,4,10,8,7
"231",30,2.197224577,1,3,3,"RCM",180,172,66,69,69,70,70,71,68,69,66,65,66,56,46,73,70,69,73,65,70,72,68,65,69,68,67,71,60,68,72,68,64,64,65,71,75,67,62,66,57,13,9,10,6,9
"232",22,4.442651256,1,3,3,"RCM",185,183,69,72,72,73,74,76,78,79,78,80,69,40,71,78,45,74,62,60,74,76,76,85,68,76,66,78,77,83,83,71,85,79,63,72,40,72,79,80,71,11,13,8,14,10
"233",20,2.708050201,1,3,3,"ST",183,154,71,71,71,71,70,65,57,54,56,51,60,70,68,67,65,71,51,55,55,70,79,81,84,61,71,74,60,60,62,69,47,34,69,69,75,68,30,46,39,8,8,7,12,14
"234",25,3.610917913,2,4,3,"CAM",170,141,69,75,74,75,75,71,61,57,58,47,70,70,57,78,62,76,73,74,69,72,84,67,90,69,90,74,73,77,27,73,49,32,68,75,72,65,32,45,39,6,6,15,7,9
"235",29,4.17438727,2,3,3,"ST",196,201,79,73,76,73,73,68,54,54,50,50,61,79,86,71,74,71,64,60,55,77,66,65,50,75,32,78,63,77,93,68,75,30,78,73,77,70,21,15,19,15,12,11,11,8
"236",23,1.609437912,1,2,2,"RCB",185,170,48,44,45,45,48,51,62,64,65,69,32,24,72,59,22,31,25,22,52,53,65,68,54,61,51,53,69,77,73,21,61,61,28,29,30,55,69,75,70,6,8,9,13,9
